"zoning district","zoning clearance","administrative","special","prohibited","unknown"
"C-C","610,250,260C,280A,280B,280D,280E,280F,280G,420,320,240A,240C,240D,240E,240F,240G,240H,230,270,410B,410C,410D,410E,410F,410G,830*,600,930*,400,310A,310B,310C,310D,310F,310G,310H,310J,310K,310L,340A,340B,340C,340E,340F,510A,290A,290B,290C,290D,290E,290F,290G,290H,290I,290J,290K,290L,290N,290O,290P,290Q,290R,290S,290T,290U,290V,290W,290X,290Y,290Z,620,650","410B,350,280C,340D,220,500,550,570,710,510,280H,530,300,,260,830,930,860,290M,700,540,410A","310E,150,155A,100,120,520,560B,105,840,310I,155E630,360,860,155C,720,140,330,200A,200B,200C,200D,210,210E,210F", "", ""
